order_id,order_date,customer_id,product_id,category,quantity,price_per_unit,payment_method,total_order_value,order_status
200,3/30/2025,200,75796-QV-930,Food - Bakery,206,347,,850.83,Completed
201,6/21/2025,201,37224-VZ-136,Home,506,,PayPal,827.01,Completed
202,7/15/2025,202,06435-JD-516,Food - Produce,307,401,PayPal,529.23,Completed
203,7/5/2025,203,84692-LC-142,Electronics,552,235,credit card,288.93,Completed
204,8/8/2024,204,18440-JW-366,Food - Confectionery,2,208,debit card,977.46,Completed
205,3/7/2025,205,13207-JA-933,Books,456,74,PayPal,392.85,Completed
206,9/15/2024,206,56099-EN-963,Kitchen,81,448,Apple Pay,224.25,Completed
207,10/18/2024,207,51867-BA-865,Food - Beverages,695,151,debit card,462.68,Completed
208,1/21/2025,208,56588-YH-066,,989,262,debit card,893.98,Completed
209,5/27/2025,209,01410-ZX-669,Food - Frozen Meals,562,418,,284.87,Completed
210,8/18/2024,210,64585-RC-532,Garden,321,499,PayPal,889.68,Completed
211,4/17/2025,211,33881-IS-414,Food - Sauces,655,215,PayPal,356.48,Completed
212,8/27/2024,212,26276-GK-131,Office,728,129,Apple Pay,22.77,Completed
213,9/13/2024,213,17848-TH-783,Food - Snacks,149,192,Apple Pay,323.4,Completed
214,11/13/2024,214,69849-LQ-628,Kitchen,940,155,debit card,486.21,Completed
215,12/23/2024,215,68186-BN-499,Pets,643,142,,907.82,Completed
216,8/23/2024,216,18212-MM-966,Kitchen,86,202,PayPal,37.97,Completed
217,4/2/2025,217,75435-AB-199,Outdoor,675,98,PayPal,318.46,Completed
218,1/5/2025,218,02498-AY-050,Food - Marinades,762,302,Apple Pay,368.1,Completed
219,3/23/2025,219,32010-LP-591,Food - Fresh Produce,691,401,PayPal,810.66,Completed
220,11/15/2024,220,38262-IR-399,Food - Seafood,210,226,debit card,464.33,Completed
221,9/30/2024,221,29151-NX-108,Home,848,189,credit card,659.11,Completed
222,9/27/2024,222,15665-ZH-539,Home,183,138,credit card,372.89,Completed
223,3/16/2025,223,04348-DQ-852,Home,797,484,credit card,919.01,Completed
224,6/6/2025,224,82207-OM-796,Accessories,107,488,Apple Pay,238.08,Completed
225,4/5/2025,225,30996-HF-685,Office,84,84,PayPal,216.19,Returned
226,8/25/2024,226,45032-PF-162,Food - Canned Goods,75,355,debit card,96.51,Completed
227,5/2/2025,227,07653-UY-790,Home,848,462,debit card,407.41,Completed
228,10/29/2024,228,15069-IN-310,Health,660,495,,157.34,Completed
229,1/17/2025,229,42201-FJ-484,Food - Frozen Foods,534,82,,295.15,Completed
230,4/4/2025,230,05590-IH-356,Outdoor,67,411,PayPal,211.59,Completed
231,1/30/2025,231,24481-CO-365,Toys,209,500,PayPal,521.54,Completed
232,7/16/2025,232,43556-XC-416,Computers,354,320,Venmo,612.06,Returned
233,5/30/2025,233,66604-FX-990,Fitness,885,478,Venmo,207.54,Completed
234,9/14/2024,234,85776-CO-257,Food - Snacks,597,293,,308.73,Returned
235,7/13/2025,235,00964-OO-349,Office,638,284,debit card,23.43,Completed
236,12/25/2024,236,98948-MJ-548,Books,59,29,PayPal,230.23,Cancelled
237,8/31/2024,237,57985-KW-763,Food - Beverages,743,417,PayPal,528.55,Completed
238,2/17/2025,238,35992-KJ-852,Clothing - Outerwear,872,498,Apple Pay,744.84,Completed
239,7/25/2025,239,12766-YK-348,Kitchen,291,404,,74.79,Cancelled
240,5/30/2025,240,50870-PJ-284,Clothing - Tops,624,469,PayPal,126.16,Completed
241,12/25/2024,241,52860-ZX-875,Food - Desserts,385,301,Apple Pay,955.89,Cancelled
242,7/3/2025,242,44545-YU-021,Food - Pasta,577,485,Apple Pay,331.66,Completed
243,2/11/2025,243,92633-PH-459,Home,890,279,Google Pay,542.05,Completed
244,7/1/2025,244,39177-HE-518,Kitchen,420,,debit card,637.53,Completed
245,9/2/2024,245,50424-EQ-000,Outdoor,293,303,PayPal,271.07,Completed
246,12/29/2024,246,62891-TV-675,Food - Dips,474,456,PayPal,340.5,Completed
247,5/13/2025,247,43146-AM-410,Garden,468,484,PayPal,62.8,Cancelled
248,5/23/2025,248,67489-PO-770,Outdoor,,28,Apple Pay,965.12,Completed
249,9/6/2024,249,33093-RB-293,Food - Frozen Desserts,95,,debit card,46.51,Returned
250,5/4/2025,250,98379-US-812,Audio,393,120,Google Pay,383.51,Completed
251,8/9/2024,251,73603-OP-542,Food - Condiments,452,248,Google Pay,46.75,Completed
252,10/26/2024,252,91691-BG-825,Clothing - Activewear,660,287,debit card,435.66,Completed
253,10/8/2024,253,05217-OO-713,Food - Condiments,361,233,Apple Pay,887.19,Cancelled
254,8/28/2024,254,18013-LI-067,Kitchen,868,408,Venmo,391.12,Completed
255,11/20/2024,255,69767-UM-493,Accessories,503,126,Apple Pay,574.51,Completed
256,5/22/2025,256,62439-GS-228,Kitchen,347,394,debit card,836.95,Completed
257,2/7/2025,257,24009-YA-054,Kitchen,651,28,credit card,644.93,Completed
258,4/17/2025,258,97049-YJ-760,Food - Meat,491,303,PayPal,577.73,Completed
259,12/7/2024,259,18876-VJ-570,Food - Sides,698,144,credit card,727.87,Completed
260,3/23/2025,260,93802-ID-891,Food - Vegetables,622,246,PayPal,1.08,Completed
261,3/2/2025,261,17942-NH-569,Beauty,888,,debit card,693.23,Completed
262,6/16/2025,262,56041-AX-176,Garden,448,234,debit card,191.76,Completed
263,11/24/2024,263,59670-BS-031,Food - Canned Goods,957,,Apple Pay,538.88,Completed
264,7/26/2025,264,88970-VI-714,Home,146,304,Apple Pay,914.4,Completed
265,5/14/2025,265,60895-HK-070,Garden,999,,Google Pay,871.03,Completed
266,12/12/2024,266,04903-KN-799,Food - Pasta,946,27,credit card,893.0,Completed
267,6/23/2025,267,,Pets,532,104,Apple Pay,189.85,Completed
268,6/10/2025,268,31779-UE-505,Food - Bakery,24,202,credit card,892.26,Completed
269,8/8/2024,269,90639-NK-613,Electronics,904,144,Google Pay,441.13,Completed
270,3/3/2025,270,55631-SC-140,Health,536,359,credit card,401.15,Completed
271,11/22/2024,271,14712-FT-969,Food - Frozen Foods,203,62,credit card,238.04,Cancelled
272,8/12/2024,272,44695-RS-061,Food - Baking,136,495,credit card,861.83,Completed
273,10/4/2024,273,58282-ZF-255,Kitchen,495,360,credit card,407.16,Completed
274,10/9/2024,274,86575-JJ-416,,662,279,Venmo,963.63,Completed
275,11/8/2024,275,98920-BN-641,Travel,513,305,credit card,508.7,Completed
276,7/11/2025,276,27644-LQ-749,Art Supplies,351,300,Apple Pay,82.94,Completed
277,5/2/2025,277,56535-XF-098,Accessories,250,20,Venmo,416.17,Returned
278,9/26/2024,278,12294-OZ-512,Food - Prepared Foods,114,125,Apple Pay,931.36,Cancelled
279,9/6/2024,279,73779-SU-414,Clothing - Footwear,467,500,PayPal,881.23,Returned
280,4/22/2025,280,,Clothing - Shirts,577,232,PayPal,316.07,Returned
281,6/29/2025,281,19719-IS-509,Food - Beverages,613,,credit card,289.61,Completed
282,5/24/2025,282,13181-KJ-838,Kitchen,164,244,Apple Pay,236.32,Completed
283,8/30/2024,283,74170-KD-658,Kitchen,257,395,Google Pay,463.98,Cancelled
284,2/10/2025,284,94085-MI-081,Kitchen,507,389,Google Pay,919.94,Completed
285,6/28/2025,285,52689-NZ-495,Home Appliances,947,347,Google Pay,893.76,Completed
286,6/9/2025,286,98445-XG-934,Pets,276,436,PayPal,491.55,Cancelled
287,6/9/2025,287,25252-DO-638,Audio,438,277,Apple Pay,192.17,Completed
288,1/18/2025,288,59902-HP-379,Food - Condiments,724,86,debit card,448.98,Pending
289,2/26/2025,289,17636-LZ-945,Accessories,682,445,Venmo,871.28,Completed
290,1/2/2025,290,00572-OZ-610,Food - Dairy,137,245,debit card,355.57,Completed
291,11/4/2024,291,30213-BI-072,Clothing - Swimwear,762,355,,224.19,Completed
292,11/22/2024,292,79229-YP-670,Food - Produce,513,136,Google Pay,361.59,Completed
293,2/13/2025,293,57479-AZ-589,Food - Salad Toppings,396,339,Apple Pay,303.71,Completed
294,8/11/2024,294,19679-MO-156,Food - Produce,478,,debit card,944.42,Completed
295,11/28/2024,295,64203-XG-653,Food - Snacks,647,377,Google Pay,727.31,Completed
296,7/5/2025,296,81133-GU-880,Accessories,875,214,Apple Pay,66.55,Completed
297,8/21/2024,297,59015-EC-953,Food - Snacks,355,313,Google Pay,192.48,Completed
298,9/7/2024,298,15425-EJ-586,Food - Snacks,78,420,Venmo,145.35,Returned
299,7/11/2025,299,66777-CY-439,Food - Bakery,893,377,Apple Pay,349.72,Completed
300,3/14/2025,300,62952-OI-752,Clothing - Dresses,838,,credit card,446.5,Completed
301,8/28/2024,301,15332-JC-508,Tools,278,167,credit card,966.22,Completed
302,6/14/2025,302,91364-MA-587,Pets,444,301,debit card,173.82,Pending
303,10/25/2024,303,44328-RC-417,Food - Condiments,326,372,debit card,533.75,Completed
304,4/13/2025,304,27262-GF-921,Food - Canned Goods,818,199,debit card,265.43,Completed
305,9/23/2024,305,72494-OM-620,Food - Pasta,516,77,Google Pay,267.8,Completed
306,8/19/2024,306,25475-SJ-500,Food - Snacks,174,,credit card,90.04,Completed
307,3/11/2025,307,85916-YZ-007,Food - Baking,928,52,credit card,6.03,Returned
308,12/25/2024,308,99577-DI-051,Clothing - Swimwear,119,238,Venmo,879.89,Completed
309,12/29/2024,309,74694-SF-679,Food - Condiments,136,174,Google Pay,379.43,Completed
310,2/14/2025,310,51013-WI-823,Fitness,150,454,Google Pay,797.7,Completed
311,4/18/2025,311,,Food - Breakfast,245,188,PayPal,985.15,Completed
312,1/17/2025,312,21117-BS-492,Clothing - Bottoms,414,262,debit card,755.86,Pending
313,10/1/2024,313,93022-BK-064,Outdoor,226,,Venmo,119.48,Completed
314,1/21/2025,314,64954-HN-351,,399,192,Venmo,672.17,Returned
315,10/14/2024,315,24379-EJ-799,Food - Grains,226,178,PayPal,408.21,Completed
316,6/27/2025,316,11422-ME-300,Food - Bakery,920,387,debit card,443.26,Completed
317,6/15/2025,317,86522-AM-255,Food - Condiments,765,288,Google Pay,45.07,Completed
318,12/25/2024,318,70085-NO-990,Food - Breakfast,995,255,Venmo,510.06,Completed
319,9/29/2024,319,21165-EB-680,Health,786,363,credit card,833.51,Cancelled
320,7/27/2025,320,71464-UC-819,Fitness,492,23,Venmo,7.1,Cancelled
321,11/7/2024,321,99869-KE-764,Food - Baked Goods,261,341,Google Pay,221.67,Pending
322,9/25/2024,322,62733-PW-640,Clothing - Bottoms,614,183,credit card,270.59,Completed
323,9/12/2024,323,36254-DJ-550,Fitness,595,164,PayPal,520.21,Pending
324,10/6/2024,324,74227-SV-478,Audio,544,291,Venmo,320.06,Completed
325,11/8/2024,325,04743-PM-626,Food - Frozen Food,278,38,PayPal,813.5,Returned
326,1/9/2025,326,50749-HJ-315,Kitchen,864,160,credit card,654.35,Cancelled
327,12/7/2024,327,97841-XX-055,Home,573,129,Venmo,642.27,Completed
328,3/16/2025,328,98628-TX-381,Food - Spices,779,490,PayPal,119.9,Returned
329,4/7/2025,329,45557-CA-740,Food - Bakery,916,127,PayPal,344.22,Completed
330,11/23/2024,330,66265-ZY-583,Food - Grab-and-Go,135,35,PayPal,704.52,Completed
331,7/8/2025,331,55415-EQ-877,Food - Beverages,18,436,debit card,440.81,Completed
332,2/3/2025,332,12924-TH-223,Food - Vegetables,207,483,Apple Pay,516.02,Completed
333,11/17/2024,333,64933-BA-974,Food - Meat,443,368,Apple Pay,936.23,Completed
334,11/23/2024,334,30081-AD-743,Food - Snacks,142,479,Apple Pay,96.93,Completed
335,3/13/2025,335,87442-JE-917,Home,205,330,debit card,358.1,Completed
336,7/28/2025,336,59016-QH-689,Travel,691,309,Venmo,425.79,Completed
337,12/26/2024,337,22283-HB-852,Office,,246,Google Pay,891.38,Cancelled
338,3/22/2025,338,52193-LR-664,Automotive,631,336,Google Pay,405.05,Completed
339,12/8/2024,339,90347-DW-267,Home,515,112,debit card,649.02,Completed
340,1/27/2025,340,83568-AV-898,Food - Snacks,518,208,debit card,68.23,Completed
341,5/25/2025,341,95673-YK-129,Food - Frozen Desserts,594,349,PayPal,261.85,Cancelled
342,9/13/2024,342,31675-KH-118,Food - Spices,258,,credit card,945.68,Returned
343,5/22/2025,343,66894-ED-627,Food - Condiments,324,160,debit card,266.98,Completed
344,9/7/2024,344,74191-OO-958,Kitchen,809,61,,733.0,Completed
345,3/7/2025,345,16119-GT-410,Food - Beverages,766,456,debit card,156.26,Completed
346,6/27/2025,346,34227-IA-224,Kitchen,720,26,Venmo,104.32,Completed
347,12/6/2024,347,24312-ZM-204,Fitness,84,19,Apple Pay,20.84,Completed
348,12/30/2024,348,87797-IH-348,Food - Bakery,447,358,debit card,988.34,Completed
349,2/8/2025,349,39879-NJ-405,Food - Baking Goods,442,11,Venmo,611.32,Completed
350,12/23/2024,350,00209-PM-853,Home Appliances,623,342,debit card,598.91,Completed
351,6/22/2025,351,36837-MY-116,Food - Beverages,940,340,Apple Pay,835.89,Completed
352,10/28/2024,352,65568-AJ-488,Food - Condiments,754,80,credit card,978.58,Completed
353,1/11/2025,353,96680-DJ-747,Food - Prepared Foods,267,,Venmo,606.22,Returned
354,5/14/2025,354,79931-JI-209,Pets,,232,credit card,30.76,Returned
355,3/24/2025,355,04731-BS-638,Toys,,,debit card,106.59,Returned
356,3/14/2025,356,78743-XK-650,Toys,562,467,Venmo,686.65,Completed
357,11/8/2024,357,13604-UV-402,Food - Deli,814,428,Venmo,693.05,Returned
358,8/27/2024,358,47382-RO-527,,770,,Google Pay,987.78,Completed
359,9/5/2024,359,65488-XI-025,Food - Condiments,784,310,credit card,31.53,Returned
360,11/28/2024,360,86561-DA-707,Food - Prepared Foods,417,29,Google Pay,484.81,Completed
361,8/4/2025,361,15290-BV-458,,,253,Google Pay,117.24,Completed
362,6/5/2025,362,19246-QC-887,Food - Grains,451,63,Google Pay,66.48,Completed
363,4/24/2025,363,40802-CE-623,Food - Canned Goods,254,390,PayPal,103.51,Completed
364,10/2/2024,364,28483-BX-174,Food - Salads,189,198,PayPal,328.33,Completed
365,1/12/2025,365,27151-PD-974,Photography,367,331,Apple Pay,535.25,Returned
366,1/26/2025,366,58456-KT-314,Home,268,278,Google Pay,213.28,Completed
367,9/26/2024,367,89712-DT-570,Toys,333,421,Apple Pay,877.29,Completed
368,8/25/2024,368,08068-FX-341,Tools,781,221,debit card,647.77,Completed
369,7/26/2025,369,47560-HO-115,Food - Condiments,,420,Venmo,252.3,Completed
370,9/1/2024,370,09592-KI-729,Audio,214,180,PayPal,548.94,Completed
371,10/3/2024,371,41960-IA-148,Travel,449,248,credit card,810.92,Completed
372,5/28/2025,372,69962-YN-254,Toys,93,275,credit card,473.97,Cancelled
373,1/9/2025,373,88856-FG-677,Health,184,456,Apple Pay,822.91,Completed
374,8/12/2024,374,96760-RS-154,Fitness,157,82,Apple Pay,516.12,Pending
375,11/20/2024,375,64737-YX-512,Kitchen,382,293,credit card,71.1,Completed
376,12/10/2024,376,70360-OZ-783,Pets,886,411,Venmo,180.1,Completed
377,3/16/2025,377,13527-SZ-134,Food - Canned Soups,,100,credit card,236.84,Completed
378,7/15/2025,378,16217-PL-073,Art Supplies,193,337,Google Pay,751.27,Completed
379,9/23/2024,379,59031-VJ-207,Food - Spreads,302,135,PayPal,608.95,Completed
380,12/2/2024,380,86055-TB-662,Audio,310,346,Venmo,742.0,Completed
381,9/4/2024,381,84980-NC-099,Food - Condiments,559,316,Apple Pay,69.57,Returned
382,9/5/2024,382,34589-KL-452,Food - Bakery,829,95,Apple Pay,728.98,Completed
383,7/9/2025,383,,Audio,,64,debit card,818.15,Completed
384,4/5/2025,384,13105-UP-293,Toys,449,228,PayPal,573.36,Completed
385,9/13/2024,385,44758-LK-357,Food - Grains,4,198,PayPal,594.93,Returned
386,1/25/2025,386,54446-PG-348,Food - Snacks,294,184,Google Pay,386.14,Completed
387,2/11/2025,387,15485-WR-911,Food - Snacks,301,425,credit card,275.11,Pending
388,8/6/2024,388,84385-YH-631,Garden,144,219,PayPal,546.41,Cancelled
389,12/6/2024,389,43335-VR-485,Food - Frozen,38,160,Google Pay,591.62,Completed
390,9/15/2024,390,47004-IX-307,Kitchen,506,202,PayPal,866.18,Completed
391,6/20/2025,391,53274-QN-576,Kitchen,3,284,PayPal,944.7,Completed
392,1/22/2025,392,17546-RT-369,Food - Snacks,744,325,Apple Pay,265.7,Pending
393,4/18/2025,393,38810-TD-537,Clothing - Bottoms,465,308,Venmo,457.83,Completed
394,6/11/2025,394,30012-PB-506,Photography,70,199,Apple Pay,131.65,Returned
395,8/25/2024,395,70148-SJ-358,Fitness,787,319,PayPal,772.04,Completed
396,8/18/2024,396,25096-DS-683,Food - Canned Soups,688,112,PayPal,90.64,Pending
397,5/22/2025,397,83152-KL-411,Food - Frozen Foods,264,161,PayPal,936.58,Completed
398,1/18/2025,398,79912-QY-631,Pets,206,455,PayPal,662.35,Completed
399,5/3/2025,399,43063-UZ-967,Office,852,300,debit card,884.49,Completed
400,11/27/2024,400,87626-PI-444,Food - Bakery,270,40,Google Pay,320.96,Completed
401,12/31/2024,401,12953-WL-304,Clothing - Bottoms,88,,Google Pay,60.44,Completed
402,2/27/2025,402,92161-TV-181,Food - Vegetables,410,316,credit card,369.18,Cancelled
403,10/11/2024,403,60209-NU-920,Electronics,302,326,Google Pay,163.45,Returned
404,11/12/2024,404,53767-TD-186,Photography,204,12,Google Pay,297.06,Returned
405,1/15/2025,405,87577-XF-272,Home,389,,PayPal,703.08,Completed
406,10/5/2024,406,74031-UW-492,Food - Household,440,91,credit card,207.96,Completed
407,11/21/2024,407,89242-RQ-066,Garden,786,128,Google Pay,319.22,Returned
408,8/22/2024,408,03626-TL-121,Food - Baking,217,111,credit card,314.84,Pending
409,10/9/2024,409,23121-PF-006,Travel,381,65,debit card,39.27,Returned
410,1/29/2025,410,49796-XK-866,Food - Condiments,874,321,Google Pay,962.59,Completed
411,7/26/2025,411,66987-IV-162,Food - Snacks,656,388,Apple Pay,408.62,Cancelled
412,4/28/2025,412,83250-CT-449,Photography,107,41,credit card,123.03,Cancelled
413,9/19/2024,413,18368-FN-512,,301,56,debit card,835.65,Completed
414,8/12/2024,414,68361-WS-575,Outdoor,249,461,credit card,749.49,Completed
415,12/5/2024,415,97733-KR-416,Food - Frozen Foods,655,277,Apple Pay,74.04,Completed
416,6/10/2025,416,57181-UH-302,Outdoor,984,187,PayPal,3.79,Cancelled
417,12/24/2024,417,34750-DU-101,Fitness,772,91,PayPal,238.57,Completed
418,10/28/2024,418,69616-WK-771,Food - Soups,445,304,Apple Pay,965.38,Completed
419,4/24/2025,419,60498-RE-283,Audio,,254,PayPal,332.5,Pending
420,7/27/2025,420,31829-IF-020,Food - Canned Goods,697,67,Venmo,175.5,Completed
421,7/21/2025,421,85123-MA-210,Food - Grains,362,402,Google Pay,614.7,Returned
422,5/2/2025,422,66389-ZP-014,Outdoor,447,156,,542.63,Completed
423,5/4/2025,423,45797-ZA-990,Food - Breakfast,43,16,debit card,812.7,Pending
424,7/18/2025,424,25128-EV-852,Clothing - Outerwear,737,207,,554.43,Completed
425,1/30/2025,425,67484-UD-223,Pets,122,346,debit card,304.51,Returned
426,12/9/2024,426,49816-SV-832,Audio,816,324,Google Pay,246.96,Completed
427,8/19/2024,427,69182-OL-003,Food - Frozen Foods,284,399,debit card,110.6,Returned
428,3/14/2025,428,25701-MW-579,Food - Canned Goods,860,196,Venmo,628.5,Returned
429,12/28/2024,429,08282-FL-843,Home,989,283,Google Pay,219.57,Completed
430,7/9/2025,430,39602-IU-899,Automotive,887,110,Google Pay,145.19,Returned
431,4/21/2025,431,41892-OM-220,,824,323,credit card,323.41,Completed
432,5/21/2025,432,26205-DM-946,Toys,249,18,Apple Pay,585.13,Completed
433,11/9/2024,433,45903-NM-766,Food - Vegetables,294,243,Venmo,467.91,Completed
434,7/21/2025,434,41006-BV-340,Automotive,260,417,Apple Pay,57.25,Completed
435,5/4/2025,435,97525-KU-341,Books,200,14,Google Pay,235.6,Completed
436,9/2/2024,436,35875-MU-140,Food - Frozen Desserts,661,459,debit card,884.85,Completed
437,12/13/2024,437,74830-LM-711,Office,215,422,PayPal,147.36,Completed
438,4/25/2025,438,12720-BI-281,Food - Frozen Desserts,583,460,PayPal,170.73,Completed
439,12/28/2024,439,54946-TW-972,Garden,846,454,Venmo,134.9,Completed
440,7/24/2025,440,17429-OL-349,Food - Produce,278,115,Google Pay,391.07,Completed
441,12/23/2024,441,46796-ZT-023,Food - Meat & Seafood,941,98,Venmo,561.6,Completed
442,7/29/2025,442,14938-PX-896,Home,157,390,,292.51,Completed
443,9/27/2024,443,11805-HW-408,Toys,724,70,Google Pay,243.98,Completed
444,9/30/2024,444,74186-OI-803,Food - Meat,654,480,Apple Pay,691.65,Completed
445,8/2/2025,445,01506-BU-706,Food - Prepared Meals,47,459,Venmo,976.87,Returned
446,6/2/2025,446,85794-NZ-566,Home,961,219,debit card,113.93,Completed
447,10/17/2024,447,54326-NA-425,Food - Seafood,935,305,PayPal,997.87,Completed
448,1/15/2025,448,66664-WY-784,Food - Meat,881,176,PayPal,500.67,Completed
449,7/27/2025,449,70793-FV-116,Health,742,99,credit card,610.55,Completed
450,7/2/2025,450,81133-GL-935,Home,,333,debit card,404.24,Cancelled
451,10/31/2024,451,92900-DF-018,Outdoor,994,364,Google Pay,233.21,Completed
452,9/27/2024,452,15481-HG-927,Toys,79,316,Apple Pay,976.45,Completed
453,11/27/2024,453,03168-MM-142,Pets,509,186,Venmo,470.97,Completed
454,5/1/2025,454,69148-MC-012,,881,325,Venmo,408.11,Cancelled
455,10/22/2024,455,14218-EM-562,Food - Baking,636,220,Apple Pay,294.64,Completed
456,7/6/2025,456,60986-SF-898,Food - Seasonings,510,99,credit card,165.39,Completed
457,2/23/2025,457,,Pets,717,389,PayPal,568.91,Completed
458,6/25/2025,458,64662-DM-535,Accessories,722,443,PayPal,712.6,Completed
459,9/30/2024,459,48189-GF-134,Food - Canned Goods,226,231,credit card,134.26,Completed
460,9/11/2024,460,,Food - Prepared Foods,336,24,credit card,340.2,Pending
461,5/31/2025,461,64776-GJ-325,Food - Frozen Foods,96,352,PayPal,541.18,Pending
462,7/2/2025,462,38683-UV-807,Food - Beverages,922,,Apple Pay,825.37,Completed
463,11/19/2024,463,40603-CA-185,Clothing - Accessories,670,440,PayPal,282.59,Completed
464,4/6/2025,464,74696-JD-919,Outdoor,240,375,Venmo,444.68,Cancelled
465,9/3/2024,465,01259-BL-232,Accessories,191,377,PayPal,783.3,Completed
466,12/4/2024,466,25318-DU-148,Food - Frozen Foods,981,346,Google Pay,158.73,Completed
467,1/25/2025,467,51665-UC-236,Food - Dairy,56,201,debit card,99.7,Completed
468,7/26/2025,468,77412-FJ-646,Clothing - Sweaters,860,232,credit card,753.81,Completed
469,10/10/2024,469,77379-AP-927,,410,187,debit card,508.74,Pending
470,5/5/2025,470,95824-MC-678,Automotive,678,38,Venmo,636.05,Completed
471,2/7/2025,471,05535-KU-306,Food - Dips,653,345,Venmo,995.22,Pending
472,4/8/2025,472,59188-DJ-626,Fitness,262,314,,513.18,Cancelled
473,11/25/2024,473,93886-JZ-011,Home,507,159,credit card,719.97,Returned
474,10/5/2024,474,85444-LL-783,Food - Breakfast,537,494,Apple Pay,371.94,Pending
475,10/1/2024,475,40291-NZ-538,Food - Condiments,247,441,,226.81,Cancelled
476,2/17/2025,476,04764-AZ-578,Pets,302,23,credit card,362.34,Completed
477,4/2/2025,477,25809-JK-367,Health,255,289,Apple Pay,759.67,Completed
478,1/18/2025,478,22015-HY-493,Fitness,948,119,debit card,13.1,Completed
479,7/27/2025,479,46270-MA-591,Electronics,191,455,Apple Pay,515.96,Completed
480,11/27/2024,480,44606-OQ-198,Outdoor,869,361,debit card,680.67,Completed
481,12/11/2024,481,71552-XZ-010,Food - Dressing,37,21,credit card,880.11,Completed
482,3/18/2025,482,61414-RF-467,Food - Grains,98,408,Google Pay,480.34,Completed
483,7/3/2025,483,27257-EO-483,Clothing - Activewear,,437,Venmo,742.73,Completed
484,10/17/2024,484,25936-JV-335,Food - Prepared Foods,782,,Apple Pay,216.59,Completed
485,11/14/2024,485,33574-FR-648,Crafts,207,183,debit card,346.71,Cancelled
486,4/26/2025,486,96785-MA-477,Home Appliances,795,427,credit card,325.01,Completed
487,5/22/2025,487,99289-QY-559,Food - Spices,447,58,debit card,116.55,Completed
488,12/4/2024,488,65112-FC-535,Office,377,33,Apple Pay,763.3,Completed
489,1/14/2025,489,43955-XR-294,Food,565,339,debit card,348.83,Completed
490,4/25/2025,490,62717-PW-147,Accessories,739,383,Google Pay,602.41,Completed
491,8/25/2024,491,61654-VR-720,Food - Produce,710,186,debit card,922.27,Completed
492,2/9/2025,492,43092-VJ-558,Home,20,425,Venmo,769.02,Completed
493,6/18/2025,493,34707-GS-734,Travel,,287,,338.24,Completed
494,9/4/2024,494,04417-PO-829,Kitchen,470,158,Venmo,211.91,Pending
495,1/7/2025,495,74696-MY-149,Home,544,330,,98.73,Completed
496,3/28/2025,496,51438-RD-451,Food - Freezer,363,429,PayPal,400.25,Completed
497,4/2/2025,497,92412-EH-884,Food - Condiments,494,269,debit card,271.86,Completed
498,6/29/2025,498,26974-CD-742,Food - Bakery,269,160,PayPal,135.33,Cancelled
499,10/23/2024,499,37802-PD-644,Food - Condiments,323,213,Google Pay,617.71,Cancelled
500,1/19/2025,500,15727-MM-740,Clothing - Activewear,720,476,credit card,144.78,Completed
501,7/19/2025,501,76630-OV-228,Food - Baking,119,319,Google Pay,241.59,Completed
502,5/19/2025,502,82489-FR-693,Fitness,756,452,Google Pay,863.4,Completed
503,1/7/2025,503,53327-NH-441,Home,304,174,debit card,953.61,Completed
504,7/26/2025,504,36142-UM-354,Food - Snacks,405,239,PayPal,893.66,Completed
505,2/25/2025,505,97147-DO-455,Kitchen,79,447,Google Pay,25.86,Completed
506,10/7/2024,506,69972-YA-201,Home,545,93,PayPal,612.19,Completed
507,9/14/2024,507,86600-QJ-478,Food - Breakfast,833,213,credit card,126.35,Completed
508,12/24/2024,508,53881-IU-855,Pets,18,54,Apple Pay,647.05,Returned
509,3/19/2025,509,45801-MF-784,Food - Dairy,716,435,credit card,129.01,Completed
510,12/27/2024,510,10492-AC-470,Beauty,363,232,debit card,784.3,Completed
511,1/27/2025,511,84475-GK-517,Pets,144,493,credit card,257.29,Completed
512,1/29/2025,512,32583-RC-106,Kitchen,295,130,Apple Pay,894.78,Completed
513,3/10/2025,513,15246-PF-388,Office,864,293,Venmo,91.27,Completed
514,8/19/2024,514,14576-BE-531,Food - Breakfast,180,294,Google Pay,183.4,Completed
515,4/10/2025,515,70188-CD-010,,,250,PayPal,496.72,Completed
516,3/7/2025,516,46666-BX-659,,58,323,debit card,482.28,Completed
517,5/3/2025,517,57597-FY-722,Food - Nuts,912,394,debit card,818.74,Cancelled
518,10/20/2024,518,,Kitchen,582,276,,682.73,Completed
519,10/8/2024,519,99337-UO-573,Food - Grains,864,100,PayPal,260.68,Completed
520,2/26/2025,520,50985-LB-285,Food - Grains,626,471,Apple Pay,773.45,Completed
521,1/2/2025,521,46900-JY-502,Food - Beverages,475,,Apple Pay,837.34,Completed
522,3/26/2025,522,27780-RZ-535,Food - Grains,31,254,Venmo,924.92,Cancelled
523,9/4/2024,523,46673-QB-819,Food - Household,676,388,Google Pay,412.19,Pending
524,2/24/2025,524,08882-GV-772,Clothing - Outerwear,628,39,Venmo,708.12,Completed
525,2/10/2025,525,87457-YU-625,Kitchen,259,277,Google Pay,769.64,Completed
526,1/12/2025,526,29984-EL-962,Food - Snacks,835,208,Google Pay,832.64,Completed
527,8/5/2024,527,95360-AJ-316,Travel,372,158,credit card,31.63,Completed
