order_id,order_date,customer_id,product_id,category,quantity,price_per_unit,payment_method,total_order_value,order_status,campaign_id,channel,region,price_without_discount,discount_applied,discount_amount,days_to_delivery
159,2025-02-10,159,06301-HE-935,Food - Beverages,292.0,250.0,Venmo,73000.0,Completed,Campaign B,Email Marketing,West,73000.0,False,0.0,1
160,2025-04-18,160,20391-SI-877,Health,14.0,334.0,PayPal,4676.0,Completed,Campaign C,Social Media,North,4676.0,False,0.0,8
161,2024-11-03,161,66672-DF-798,Garden,924.0,24.0,Google Pay,22176.0,Completed,Campaign A,Google Ads,South,22176.0,False,0.0,7
162,2024-11-26,162,17324-CW-476,Food - Spices,7.0,108.0,PayPal,683.7806185363778,Completed,Campaign A,Google Ads,East,756.0,True,72.21938146362221,1
163,2025-07-26,163,15936-BF-229,Food - Beverages,525.0,263.0,debit card,138075.0,Completed,Campaign C,Social Media,West,138075.0,False,0.0,3
164,2025-03-08,164,41441-VK-619,Food - Baking,512.0,234.0,Google Pay,119808.0,Completed,Campaign B,Email Marketing,North,119808.0,False,0.0,3
165,2024-12-20,165,35333-PL-504,Food - Canned Goods,771.0,271.0,PayPal,208941.0,Completed,Campaign A,Google Ads,South,208941.0,False,0.0,2
166,2025-01-25,166,67149-TH-727,Toys,86.0,378.0,Apple Pay,32508.0,Returned,Campaign C,Social Media,East,32508.0,False,0.0,9
167,2025-07-12,167,73365-LN-035,Toys,457.0,210.0,PayPal,86094.91257635942,Completed,Campaign C,Social Media,West,95970.0,True,9875.087423640574,6
168,2024-09-01,168,64493-ML-652,Food - Breakfast,836.0,117.0,Google Pay,97812.0,Completed,Campaign A,Google Ads,North,97812.0,False,0.0,3
169,2025-04-03,169,04673-DR-875,Food - Frozen Foods,674.0,392.0,Apple Pay,264208.0,Completed,Campaign B,Email Marketing,South,264208.0,False,0.0,1
170,2024-11-18,170,06069-XC-558,Food - Beverages,938.0,324.0,Apple Pay,303912.0,Completed,Campaign A,Google Ads,East,303912.0,False,0.0,3
171,2025-05-16,171,46019-GB-730,Outdoor,843.0,468.0,credit card,394524.0,Completed,Campaign C,Social Media,West,394524.0,False,0.0,5
172,2025-02-27,172,20097-KG-676,Gaming,918.0,384.0,Venmo,264437.17455432285,Pending,Campaign C,Social Media,North,352512.0,True,88074.82544567718,9
173,2025-05-05,173,15679-JV-845,Food - Dairy,283.0,86.0,Google Pay,24338.0,Completed,Campaign B,Email Marketing,South,24338.0,False,0.0,3
174,2025-04-19,174,77448-WE-404,Kitchen,88.0,485.0,credit card,42680.0,Completed,Campaign C,Social Media,East,42680.0,False,0.0,7
175,2024-10-07,175,65307-ER-168,Kitchen,397.0,331.0,Venmo,131407.0,Completed,Campaign A,Google Ads,West,131407.0,False,0.0,7
176,2024-11-04,176,28666-ZU-518,Food - Snacks,194.0,216.0,credit card,41904.0,Completed,Campaign A,Google Ads,North,41904.0,False,0.0,1
177,2025-06-14,177,39909-NY-785,Home,199.0,27.0,PayPal,5373.0,Completed,Campaign C,Social Media,South,5373.0,False,0.0,7
179,2025-05-15,179,75391-YC-816,Travel,747.0,265.0,Venmo,197955.0,Completed,Campaign C,Social Media,West,197955.0,False,0.0,9
180,2024-11-09,180,45005-EN-895,Food - Condiments,849.0,195.0,PayPal,165555.0,Cancelled,Campaign A,Google Ads,North,165555.0,False,0.0,3
181,2025-05-29,181,69365-NF-113,Food - Frozen,199.0,164.0,credit card,32636.0,Completed,Campaign B,Email Marketing,South,32636.0,False,0.0,1
183,2025-07-14,183,83137-HC-575,Food - Grains,888.0,125.0,Venmo,111000.0,Completed,Campaign C,Social Media,West,111000.0,False,0.0,1
184,2025-01-01,184,19815-JY-766,Garden,679.0,148.0,Venmo,100492.0,Completed,Campaign C,Social Media,North,100492.0,False,0.0,10
185,2024-10-03,185,30124-BG-937,Fitness,341.0,218.0,Google Pay,60411.14796878294,Completed,Campaign A,Google Ads,South,74338.0,True,13926.852031217057,5
186,2024-12-04,186,32328-RR-161,Health,511.0,202.0,Google Pay,78061.80999040829,Completed,Campaign A,Google Ads,East,103222.0,True,25160.19000959171,7
187,2024-09-25,187,04151-XR-740,Fitness,741.0,430.0,Apple Pay,318630.0,Pending,Campaign A,Google Ads,West,318630.0,False,0.0,4
188,2024-10-27,188,58115-EO-604,Home,33.0,250.0,Venmo,8250.0,Completed,Campaign A,Google Ads,North,8250.0,False,0.0,7
189,2025-05-12,189,49287-LB-068,Accessories,887.0,326.0,Apple Pay,270834.83619522955,Completed,Campaign C,Social Media,South,289162.0,True,18327.16380477046,9
190,2025-03-03,190,28016-MP-312,Food - Cereal,47.0,416.0,debit card,19552.0,Completed,Campaign B,Email Marketing,East,19552.0,False,0.0,1
191,2025-07-17,191,96295-YE-176,Kitchen,21.0,215.0,PayPal,4515.0,Returned,Campaign C,Social Media,West,4515.0,False,0.0,9
192,2025-06-21,192,84799-AS-425,Clothing - Tops,527.0,95.0,PayPal,50065.0,Pending,Campaign C,Social Media,North,50065.0,False,0.0,7
193,2024-10-18,193,58522-SJ-214,Food - Snacks,51.0,312.0,Venmo,15912.0,Returned,Campaign A,Google Ads,South,15912.0,False,0.0,2
194,2024-08-18,194,16766-JD-781,Clothing,248.0,161.0,Apple Pay,39928.0,Completed,Campaign A,Google Ads,East,39928.0,False,0.0,8
196,2024-08-11,196,81680-QB-989,Food - Dairy,414.0,141.0,Google Pay,58374.0,Completed,Campaign A,Google Ads,North,58374.0,False,0.0,1
197,2024-12-04,197,67898-JQ-862,Kitchen,971.0,116.0,credit card,112636.0,Completed,Campaign A,Google Ads,South,112636.0,False,0.0,9
198,2024-12-14,198,26535-RM-369,Food - Bakery,151.0,283.0,debit card,42733.0,Cancelled,Campaign A,Google Ads,East,42733.0,False,0.0,1
199,2024-10-31,199,48980-HR-518,Clothing - Loungewear,370.0,67.0,debit card,24790.0,Completed,Campaign A,Google Ads,West,24790.0,False,0.0,6
202,2025-07-15,202,06435-JD-516,Food - Produce,307.0,401.0,PayPal,123107.0,Completed,Campaign C,Social Media,East,123107.0,False,0.0,1
203,2025-07-05,203,84692-LC-142,Electronics,552.0,235.0,credit card,129720.0,Completed,Campaign C,Social Media,West,129720.0,False,0.0,8
204,2024-08-08,204,18440-JW-366,Food - Confectionery,2.0,208.0,debit card,318.79201480063045,Completed,Campaign A,Google Ads,North,416.0,True,97.20798519936955,1
205,2025-03-07,205,13207-JA-933,Books,456.0,74.0,PayPal,33744.0,Completed,Campaign C,Social Media,South,33744.0,False,0.0,6
206,2024-09-15,206,56099-EN-963,Kitchen,81.0,448.0,Apple Pay,36288.0,Completed,Campaign A,Google Ads,East,36288.0,False,0.0,10
207,2024-10-18,207,51867-BA-865,Food - Beverages,695.0,151.0,debit card,104945.0,Completed,Campaign A,Google Ads,West,104945.0,False,0.0,2
210,2024-08-18,210,64585-RC-532,Garden,321.0,499.0,PayPal,160179.0,Completed,Campaign A,Google Ads,East,160179.0,False,0.0,6
211,2025-04-17,211,33881-IS-414,Food - Sauces,655.0,215.0,PayPal,121762.68595887444,Completed,Campaign B,Email Marketing,West,140825.0,True,19062.314041125555,2
212,2024-08-27,212,26276-GK-131,Office,728.0,129.0,Apple Pay,93912.0,Completed,Campaign A,Google Ads,North,93912.0,False,0.0,9
213,2024-09-13,213,17848-TH-783,Food - Snacks,149.0,192.0,Apple Pay,28608.0,Completed,Campaign A,Google Ads,South,28608.0,False,0.0,1
214,2024-11-13,214,69849-LQ-628,Kitchen,940.0,155.0,debit card,145700.0,Completed,Campaign A,Google Ads,East,145700.0,False,0.0,5
216,2024-08-23,216,18212-MM-966,Kitchen,86.0,202.0,PayPal,17372.0,Completed,Campaign A,Google Ads,North,17372.0,False,0.0,6
217,2025-04-02,217,75435-AB-199,Outdoor,675.0,98.0,PayPal,66150.0,Completed,Campaign C,Social Media,South,66150.0,False,0.0,5
218,2025-01-05,218,02498-AY-050,Food - Marinades,762.0,302.0,Apple Pay,230124.0,Completed,Campaign B,Email Marketing,East,230124.0,False,0.0,1
219,2025-03-23,219,32010-LP-591,Food - Fresh Produce,691.0,401.0,PayPal,230774.34289221282,Completed,Campaign B,Email Marketing,West,277091.0,True,46316.65710778717,1
220,2024-11-15,220,38262-IR-399,Food - Seafood,210.0,226.0,debit card,47460.0,Completed,Campaign A,Google Ads,North,47460.0,False,0.0,3
221,2024-09-30,221,29151-NX-108,Home,848.0,189.0,credit card,129169.7701560079,Completed,Campaign A,Google Ads,South,160272.0,True,31102.229843992096,8
222,2024-09-27,222,15665-ZH-539,Home,183.0,138.0,credit card,25254.0,Completed,Campaign A,Google Ads,East,25254.0,False,0.0,6
223,2025-03-16,223,04348-DQ-852,Home,797.0,484.0,credit card,385748.0,Completed,Campaign C,Social Media,West,385748.0,False,0.0,8
224,2025-06-06,224,82207-OM-796,Accessories,107.0,488.0,Apple Pay,52216.0,Completed,Campaign C,Social Media,North,52216.0,False,0.0,9
225,2025-04-05,225,30996-HF-685,Office,84.0,84.0,PayPal,7056.0,Returned,Campaign C,Social Media,South,7056.0,False,0.0,9
226,2024-08-25,226,45032-PF-162,Food - Canned Goods,75.0,355.0,debit card,26625.0,Completed,Campaign A,Google Ads,East,26625.0,False,0.0,2
227,2025-05-02,227,07653-UY-790,Home,848.0,462.0,debit card,391776.0,Completed,Campaign C,Social Media,West,391776.0,False,0.0,10
230,2025-04-04,230,05590-IH-356,Outdoor,67.0,411.0,PayPal,27537.0,Completed,Campaign C,Social Media,East,27537.0,False,0.0,6
231,2025-01-30,231,24481-CO-365,Toys,209.0,500.0,PayPal,104500.0,Completed,Campaign C,Social Media,West,104500.0,False,0.0,6
232,2025-07-16,232,43556-XC-416,Computers,354.0,320.0,Venmo,113280.0,Returned,Campaign C,Social Media,North,113280.0,False,0.0,5
233,2025-05-30,233,66604-FX-990,Fitness,885.0,478.0,Venmo,423030.0,Completed,Campaign C,Social Media,South,423030.0,False,0.0,5
235,2025-07-13,235,00964-OO-349,Office,638.0,284.0,debit card,181192.0,Completed,Campaign C,Social Media,West,181192.0,False,0.0,8
236,2024-12-25,236,98948-MJ-548,Books,59.0,29.0,PayPal,1711.0,Cancelled,Campaign A,Google Ads,North,1711.0,False,0.0,7
237,2024-08-31,237,57985-KW-763,Food - Beverages,743.0,417.0,PayPal,309831.0,Completed,Campaign A,Google Ads,South,309831.0,False,0.0,3
238,2025-02-17,238,35992-KJ-852,Clothing - Outerwear,872.0,498.0,Apple Pay,434256.0,Completed,Campaign C,Social Media,East,434256.0,False,0.0,4
240,2025-05-30,240,50870-PJ-284,Clothing - Tops,624.0,469.0,PayPal,292656.0,Completed,Campaign C,Social Media,North,292656.0,False,0.0,7
241,2024-12-25,241,52860-ZX-875,Food - Desserts,385.0,301.0,Apple Pay,115885.0,Cancelled,Campaign A,Google Ads,South,115885.0,False,0.0,3
242,2025-07-03,242,44545-YU-021,Food - Pasta,577.0,485.0,Apple Pay,279845.0,Completed,Campaign C,Social Media,East,279845.0,False,0.0,3
243,2025-02-11,243,92633-PH-459,Home,890.0,279.0,Google Pay,248310.0,Completed,Campaign C,Social Media,West,248310.0,False,0.0,7
245,2024-09-02,245,50424-EQ-000,Outdoor,293.0,303.0,PayPal,88779.0,Completed,Campaign A,Google Ads,South,88779.0,False,0.0,7
246,2024-12-29,246,62891-TV-675,Food - Dips,474.0,456.0,PayPal,216144.0,Completed,Campaign A,Google Ads,East,216144.0,False,0.0,3
247,2025-05-13,247,43146-AM-410,Garden,468.0,484.0,PayPal,177449.24567405655,Cancelled,Campaign C,Social Media,West,226512.0,True,49062.75432594344,8
250,2025-05-04,250,98379-US-812,Audio,393.0,120.0,Google Pay,47160.0,Completed,Campaign C,Social Media,East,47160.0,False,0.0,6
251,2024-08-09,251,73603-OP-542,Food - Condiments,452.0,248.0,Google Pay,93684.91959938024,Completed,Campaign A,Google Ads,West,112096.0,True,18411.080400619754,3
252,2024-10-26,252,91691-BG-825,Clothing - Activewear,660.0,287.0,debit card,189420.0,Completed,Campaign A,Google Ads,North,189420.0,False,0.0,8
253,2024-10-08,253,05217-OO-713,Food - Condiments,361.0,233.0,Apple Pay,66579.17518240385,Cancelled,Campaign A,Google Ads,South,84113.0,True,17533.824817596156,3
254,2024-08-28,254,18013-LI-067,Kitchen,868.0,408.0,Venmo,354144.0,Completed,Campaign A,Google Ads,East,354144.0,False,0.0,5
255,2024-11-20,255,69767-UM-493,Accessories,503.0,126.0,Apple Pay,63378.0,Completed,Campaign A,Google Ads,West,63378.0,False,0.0,6
256,2025-05-22,256,62439-GS-228,Kitchen,347.0,394.0,debit card,108440.56248886482,Completed,Campaign C,Social Media,North,136718.0,True,28277.437511135176,8
257,2025-02-07,257,24009-YA-054,Kitchen,651.0,28.0,credit card,18228.0,Completed,Campaign C,Social Media,South,18228.0,False,0.0,6
258,2025-04-17,258,97049-YJ-760,Food - Meat,491.0,303.0,PayPal,148773.0,Completed,Campaign B,Email Marketing,East,148773.0,False,0.0,2
259,2024-12-07,259,18876-VJ-570,Food - Sides,698.0,144.0,credit card,100512.0,Completed,Campaign A,Google Ads,West,100512.0,False,0.0,1
260,2025-03-23,260,93802-ID-891,Food - Vegetables,622.0,246.0,PayPal,153012.0,Completed,Campaign B,Email Marketing,North,153012.0,False,0.0,1
262,2025-06-16,262,56041-AX-176,Garden,448.0,234.0,debit card,91633.15996286506,Completed,Campaign C,Social Media,East,104832.0,True,13198.84003713494,8
264,2025-07-26,264,88970-VI-714,Home,146.0,304.0,Apple Pay,44384.0,Completed,Campaign C,Social Media,North,44384.0,False,0.0,9
266,2024-12-12,266,04903-KN-799,Food - Pasta,946.0,27.0,credit card,25542.0,Completed,Campaign A,Google Ads,East,25542.0,False,0.0,2
268,2025-06-10,268,31779-UE-505,Food - Bakery,24.0,202.0,credit card,4848.0,Completed,Campaign B,Email Marketing,North,4848.0,False,0.0,2
269,2024-08-08,269,90639-NK-613,Electronics,904.0,144.0,Google Pay,130176.0,Completed,Campaign A,Google Ads,South,130176.0,False,0.0,8
270,2025-03-03,270,55631-SC-140,Health,536.0,359.0,credit card,192424.0,Completed,Campaign C,Social Media,East,192424.0,False,0.0,7
271,2024-11-22,271,14712-FT-969,Food - Frozen Foods,203.0,62.0,credit card,9694.40016181019,Cancelled,Campaign A,Google Ads,West,12586.0,True,2891.599838189809,3
272,2024-08-12,272,44695-RS-061,Food - Baking,136.0,495.0,credit card,55440.331489663266,Completed,Campaign A,Google Ads,North,67320.0,True,11879.668510336736,1
273,2024-10-04,273,58282-ZF-255,Kitchen,495.0,360.0,credit card,178200.0,Completed,Campaign A,Google Ads,South,178200.0,False,0.0,8
275,2024-11-08,275,98920-BN-641,Travel,513.0,305.0,credit card,156465.0,Completed,Campaign A,Google Ads,West,156465.0,False,0.0,10
276,2025-07-11,276,27644-LQ-749,Art Supplies,351.0,300.0,Apple Pay,105300.0,Completed,Campaign C,Social Media,North,105300.0,False,0.0,8
277,2025-05-02,277,56535-XF-098,Accessories,250.0,20.0,Venmo,4381.652821246481,Returned,Campaign C,Social Media,South,5000.0,True,618.3471787535187,7
278,2024-09-26,278,12294-OZ-512,Food - Prepared Foods,114.0,125.0,Apple Pay,10694.467891799217,Cancelled,Campaign A,Google Ads,East,14250.0,True,3555.532108200783,2
279,2024-09-06,279,73779-SU-414,Clothing - Footwear,467.0,500.0,PayPal,233500.0,Returned,Campaign A,Google Ads,West,233500.0,False,0.0,5
282,2025-05-24,282,13181-KJ-838,Kitchen,164.0,244.0,Apple Pay,40016.0,Completed,Campaign C,Social Media,East,40016.0,False,0.0,6
283,2024-08-30,283,74170-KD-658,Kitchen,257.0,395.0,Google Pay,101515.0,Cancelled,Campaign A,Google Ads,West,101515.0,False,0.0,10
284,2025-02-10,284,94085-MI-081,Kitchen,507.0,389.0,Google Pay,150333.82541172262,Completed,Campaign C,Social Media,North,197223.0,True,46889.174588277376,9
285,2025-06-28,285,52689-NZ-495,Home Appliances,947.0,347.0,Google Pay,328609.0,Completed,Campaign C,Social Media,South,328609.0,False,0.0,9
286,2025-06-09,286,98445-XG-934,Pets,276.0,436.0,PayPal,100011.07581296231,Cancelled,Campaign C,Social Media,East,120336.0,True,20324.924187037694,5
287,2025-06-09,287,25252-DO-638,Audio,438.0,277.0,Apple Pay,121326.0,Completed,Campaign C,Social Media,West,121326.0,False,0.0,6
288,2025-01-18,288,59902-HP-379,Food - Condiments,724.0,86.0,debit card,62264.0,Pending,Campaign B,Email Marketing,North,62264.0,False,0.0,2
289,2025-02-26,289,17636-LZ-945,Accessories,682.0,445.0,Venmo,277277.3796594691,Completed,Campaign C,Social Media,South,303490.0,True,26212.620340530862,7
290,2025-01-02,290,00572-OZ-610,Food - Dairy,137.0,245.0,debit card,33565.0,Completed,Campaign B,Email Marketing,East,33565.0,False,0.0,3
292,2024-11-22,292,79229-YP-670,Food - Produce,513.0,136.0,Google Pay,69768.0,Completed,Campaign A,Google Ads,North,69768.0,False,0.0,2
293,2025-02-13,293,57479-AZ-589,Food - Salad Toppings,396.0,339.0,Apple Pay,134244.0,Completed,Campaign B,Email Marketing,South,134244.0,False,0.0,3
295,2024-11-28,295,64203-XG-653,Food - Snacks,647.0,377.0,Google Pay,243919.0,Completed,Campaign A,Google Ads,West,243919.0,False,0.0,3
296,2025-07-05,296,81133-GU-880,Accessories,875.0,214.0,Apple Pay,187250.0,Completed,Campaign C,Social Media,North,187250.0,False,0.0,7
297,2024-08-21,297,59015-EC-953,Food - Snacks,355.0,313.0,Google Pay,111115.0,Completed,Campaign A,Google Ads,South,111115.0,False,0.0,1
298,2024-09-07,298,15425-EJ-586,Food - Snacks,78.0,420.0,Venmo,32760.0,Returned,Campaign A,Google Ads,East,32760.0,False,0.0,3
299,2025-07-11,299,66777-CY-439,Food - Bakery,893.0,377.0,Apple Pay,336661.0,Completed,Campaign C,Social Media,West,336661.0,False,0.0,1
301,2024-08-28,301,15332-JC-508,Tools,278.0,167.0,credit card,46426.0,Completed,Campaign A,Google Ads,South,46426.0,False,0.0,7
302,2025-06-14,302,91364-MA-587,Pets,444.0,301.0,debit card,120527.7375069934,Pending,Campaign C,Social Media,East,133644.0,True,13116.262493006592,4
303,2024-10-25,303,44328-RC-417,Food - Condiments,326.0,372.0,debit card,121272.0,Completed,Campaign A,Google Ads,West,121272.0,False,0.0,3
304,2025-04-13,304,27262-GF-921,Food - Canned Goods,818.0,199.0,debit card,153760.54251498115,Completed,Campaign B,Email Marketing,North,162782.0,True,9021.457485018847,3
305,2024-09-23,305,72494-OM-620,Food - Pasta,516.0,77.0,Google Pay,39732.0,Completed,Campaign A,Google Ads,South,39732.0,False,0.0,2
307,2025-03-11,307,85916-YZ-007,Food - Baking,928.0,52.0,credit card,48256.0,Returned,Campaign B,Email Marketing,West,48256.0,False,0.0,2
308,2024-12-25,308,99577-DI-051,Clothing - Swimwear,119.0,238.0,Venmo,22911.52960303168,Completed,Campaign A,Google Ads,North,28322.0,True,5410.470396968321,7
309,2024-12-29,309,74694-SF-679,Food - Condiments,136.0,174.0,Google Pay,23664.0,Completed,Campaign A,Google Ads,South,23664.0,False,0.0,1
310,2025-02-14,310,51013-WI-823,Fitness,150.0,454.0,Google Pay,68100.0,Completed,Campaign C,Social Media,East,68100.0,False,0.0,4
312,2025-01-17,312,21117-BS-492,Clothing - Bottoms,414.0,262.0,debit card,108468.0,Pending,Campaign C,Social Media,North,108468.0,False,0.0,4
315,2024-10-14,315,24379-EJ-799,Food - Grains,226.0,178.0,PayPal,40228.0,Completed,Campaign A,Google Ads,West,40228.0,False,0.0,1
316,2025-06-27,316,11422-ME-300,Food - Bakery,920.0,387.0,debit card,275696.8735920414,Completed,Campaign B,Email Marketing,North,356040.0,True,80343.12640795861,3
317,2025-06-15,317,86522-AM-255,Food - Condiments,765.0,288.0,Google Pay,220320.0,Completed,Campaign B,Email Marketing,South,220320.0,False,0.0,3
318,2024-12-25,318,70085-NO-990,Food - Breakfast,995.0,255.0,Venmo,253725.0,Completed,Campaign A,Google Ads,East,253725.0,False,0.0,2
319,2024-09-29,319,21165-EB-680,Health,786.0,363.0,credit card,238509.4422222877,Cancelled,Campaign A,Google Ads,West,285318.0,True,46808.557777712296,7
320,2025-07-27,320,71464-UC-819,Fitness,492.0,23.0,Venmo,10509.204678113223,Cancelled,Campaign C,Social Media,North,11316.0,True,806.7953218867775,5
321,2024-11-07,321,99869-KE-764,Food - Baked Goods,261.0,341.0,Google Pay,89001.0,Pending,Campaign A,Google Ads,South,89001.0,False,0.0,3
322,2024-09-25,322,62733-PW-640,Clothing - Bottoms,614.0,183.0,credit card,112362.0,Completed,Campaign A,Google Ads,East,112362.0,False,0.0,8
323,2024-09-12,323,36254-DJ-550,Fitness,595.0,164.0,PayPal,97580.0,Pending,Campaign A,Google Ads,West,97580.0,False,0.0,4
324,2024-10-06,324,74227-SV-478,Audio,544.0,291.0,Venmo,158304.0,Completed,Campaign A,Google Ads,North,158304.0,False,0.0,5
325,2024-11-08,325,04743-PM-626,Food - Frozen Food,278.0,38.0,PayPal,10564.0,Returned,Campaign A,Google Ads,South,10564.0,False,0.0,1
326,2025-01-09,326,50749-HJ-315,Kitchen,864.0,160.0,credit card,138240.0,Cancelled,Campaign C,Social Media,East,138240.0,False,0.0,8
327,2024-12-07,327,97841-XX-055,Home,573.0,129.0,Venmo,73917.0,Completed,Campaign A,Google Ads,West,73917.0,False,0.0,10
328,2025-03-16,328,98628-TX-381,Food - Spices,779.0,490.0,PayPal,302598.26844372915,Returned,Campaign B,Email Marketing,North,381710.0,True,79111.73155627087,1
329,2025-04-07,329,45557-CA-740,Food - Bakery,916.0,127.0,PayPal,116332.0,Completed,Campaign B,Email Marketing,South,116332.0,False,0.0,2
330,2024-11-23,330,66265-ZY-583,Food - Grab-and-Go,135.0,35.0,PayPal,4725.0,Completed,Campaign A,Google Ads,East,4725.0,False,0.0,3
331,2025-07-08,331,55415-EQ-877,Food - Beverages,18.0,436.0,debit card,7848.0,Completed,Campaign C,Social Media,West,7848.0,False,0.0,2
332,2025-02-03,332,12924-TH-223,Food - Vegetables,207.0,483.0,Apple Pay,85062.58343087348,Completed,Campaign B,Email Marketing,North,99981.0,True,14918.416569126523,3
333,2024-11-17,333,64933-BA-974,Food - Meat,443.0,368.0,Apple Pay,163024.0,Completed,Campaign A,Google Ads,South,163024.0,False,0.0,2
334,2024-11-23,334,30081-AD-743,Food - Snacks,142.0,479.0,Apple Pay,68018.0,Completed,Campaign A,Google Ads,East,68018.0,False,0.0,3
335,2025-03-13,335,87442-JE-917,Home,205.0,330.0,debit card,51585.0203192463,Completed,Campaign C,Social Media,West,67650.0,True,16064.979680753697,6
336,2025-07-28,336,59016-QH-689,Travel,691.0,309.0,Venmo,213519.0,Completed,Campaign C,Social Media,North,213519.0,False,0.0,6
338,2025-03-22,338,52193-LR-664,Automotive,631.0,336.0,Google Pay,200030.63079369036,Completed,Campaign C,Social Media,East,212016.0,True,11985.369206309651,6
339,2024-12-08,339,90347-DW-267,Home,515.0,112.0,debit card,52612.69154417807,Completed,Campaign A,Google Ads,West,57680.0,True,5067.308455821927,10
340,2025-01-27,340,83568-AV-898,Food - Snacks,518.0,208.0,debit card,100074.27757510034,Completed,Campaign B,Email Marketing,North,107744.0,True,7669.722424899662,3
341,2025-05-25,341,95673-YK-129,Food - Frozen Desserts,594.0,349.0,PayPal,207306.0,Cancelled,Campaign B,Email Marketing,South,207306.0,False,0.0,1
343,2025-05-22,343,66894-ED-627,Food - Condiments,324.0,160.0,debit card,51840.0,Completed,Campaign B,Email Marketing,West,51840.0,False,0.0,3
345,2025-03-07,345,16119-GT-410,Food - Beverages,766.0,456.0,debit card,349296.0,Completed,Campaign B,Email Marketing,South,349296.0,False,0.0,1
346,2025-06-27,346,34227-IA-224,Kitchen,720.0,26.0,Venmo,18720.0,Completed,Campaign C,Social Media,East,18720.0,False,0.0,9
347,2024-12-06,347,24312-ZM-204,Fitness,84.0,19.0,Apple Pay,1596.0,Completed,Campaign A,Google Ads,West,1596.0,False,0.0,4
348,2024-12-30,348,87797-IH-348,Food - Bakery,447.0,358.0,debit card,160026.0,Completed,Campaign A,Google Ads,North,160026.0,False,0.0,1
349,2025-02-08,349,39879-NJ-405,Food - Baking Goods,442.0,11.0,Venmo,4862.0,Completed,Campaign B,Email Marketing,South,4862.0,False,0.0,2
350,2024-12-23,350,00209-PM-853,Home Appliances,623.0,342.0,debit card,213066.0,Completed,Campaign A,Google Ads,East,213066.0,False,0.0,8
351,2025-06-22,351,36837-MY-116,Food - Beverages,940.0,340.0,Apple Pay,290403.57101774623,Completed,Campaign B,Email Marketing,West,319600.0,True,29196.428982253754,1
352,2024-10-28,352,65568-AJ-488,Food - Condiments,754.0,80.0,credit card,60320.0,Completed,Campaign A,Google Ads,North,60320.0,False,0.0,2
356,2025-03-14,356,78743-XK-650,Toys,562.0,467.0,Venmo,262454.0,Completed,Campaign C,Social Media,North,262454.0,False,0.0,6
357,2024-11-08,357,13604-UV-402,Food - Deli,814.0,428.0,Venmo,348392.0,Returned,Campaign A,Google Ads,South,348392.0,False,0.0,2
359,2024-09-05,359,65488-XI-025,Food - Condiments,784.0,310.0,credit card,243040.0,Returned,Campaign A,Google Ads,West,243040.0,False,0.0,3
360,2024-11-28,360,86561-DA-707,Food - Prepared Foods,417.0,29.0,Google Pay,12093.0,Completed,Campaign A,Google Ads,North,12093.0,False,0.0,1
362,2025-06-05,362,19246-QC-887,Food - Grains,451.0,63.0,Google Pay,28413.0,Completed,Campaign B,Email Marketing,East,28413.0,False,0.0,2
363,2025-04-24,363,40802-CE-623,Food - Canned Goods,254.0,390.0,PayPal,80031.73250308754,Completed,Campaign B,Email Marketing,West,99060.0,True,19028.26749691246,1
364,2024-10-02,364,28483-BX-174,Food - Salads,189.0,198.0,PayPal,37422.0,Completed,Campaign A,Google Ads,North,37422.0,False,0.0,3
365,2025-01-12,365,27151-PD-974,Photography,367.0,331.0,Apple Pay,121477.0,Returned,Campaign C,Social Media,South,121477.0,False,0.0,5
366,2025-01-26,366,58456-KT-314,Home,268.0,278.0,Google Pay,60845.10297212946,Completed,Campaign C,Social Media,East,74504.0,True,13658.897027870535,7
367,2024-09-26,367,89712-DT-570,Toys,333.0,421.0,Apple Pay,140193.0,Completed,Campaign A,Google Ads,West,140193.0,False,0.0,8
368,2024-08-25,368,08068-FX-341,Tools,781.0,221.0,debit card,153640.9818506581,Completed,Campaign A,Google Ads,North,172601.0,True,18960.018149341904,10
370,2024-09-01,370,09592-KI-729,Audio,214.0,180.0,PayPal,32298.264403248264,Completed,Campaign A,Google Ads,East,38520.0,True,6221.735596751738,6
371,2024-10-03,371,41960-IA-148,Travel,449.0,248.0,credit card,111352.0,Completed,Campaign A,Google Ads,West,111352.0,False,0.0,8
372,2025-05-28,372,69962-YN-254,Toys,93.0,275.0,credit card,25575.0,Cancelled,Campaign C,Social Media,North,25575.0,False,0.0,6
373,2025-01-09,373,88856-FG-677,Health,184.0,456.0,Apple Pay,83904.0,Completed,Campaign C,Social Media,South,83904.0,False,0.0,5
374,2024-08-12,374,96760-RS-154,Fitness,157.0,82.0,Apple Pay,12874.0,Pending,Campaign A,Google Ads,East,12874.0,False,0.0,4
375,2024-11-20,375,64737-YX-512,Kitchen,382.0,293.0,credit card,111926.0,Completed,Campaign A,Google Ads,West,111926.0,False,0.0,5
376,2024-12-10,376,70360-OZ-783,Pets,886.0,411.0,Venmo,364146.0,Completed,Campaign A,Google Ads,North,364146.0,False,0.0,4
378,2025-07-15,378,16217-PL-073,Art Supplies,193.0,337.0,Google Pay,54672.53214244288,Completed,Campaign C,Social Media,East,65041.0,True,10368.467857557125,5
379,2024-09-23,379,59031-VJ-207,Food - Spreads,302.0,135.0,PayPal,35303.98650834112,Completed,Campaign A,Google Ads,West,40770.0,True,5466.0134916588795,2
